NCBI_ID	predicted_mobility
NZ_CP102864.1	mobilizable
NC_017484.1	mobilizable
NZ_CP016686.1	conjugative
NZ_CP032437.1	conjugative
NZ_CP043527.1	conjugative
NZ_CP065985.1	mobilizable
NZ_CP068513.1	conjugative
CP116506.1	non-mobilizable
CP116509.1	mobilizable
NZ_CP081835.1	non-mobilizable
NZ_CP097018.1	non-mobilizable
NZ_CP097052.1	non-mobilizable
NZ_CP097054.1	non-mobilizable
NZ_AP022476.1	conjugative
NZ_CP016446.1	conjugative
NZ_CP027168.1	conjugative
NZ_CP029092.1	conjugative
NZ_CP083369.1	conjugative
NZ_CP095775.1	non-mobilizable
NZ_CP035963.1	non-mobilizable
NZ_CP035975.1	non-mobilizable
NZ_CP036028.1	non-mobilizable
NZ_CP036086.1	non-mobilizable
NZ_CP072058.1	non-mobilizable
NZ_CP093292.1	conjugative
NZ_AP014801.1	non-mobilizable
NZ_AP014802.1	mobilizable
NZ_CP015419.1	non-mobilizable
NZ_CP015420.1	non-mobilizable
NZ_CP015422.1	non-mobilizable
NZ_CP020385.1	non-mobilizable
CP083697.1	mobilizable
NC_022879.1	conjugative
NZ_AP019813.1	mobilizable
NZ_CP025472.1	conjugative
NZ_CP029067.1	conjugative
NZ_CP029068.1	mobilizable
NZ_CP089933.1	mobilizable
NZ_CP089936.1	mobilizable
NZ_CP089941.1	mobilizable
NZ_CP089944.1	mobilizable
NZ_CP089946.1	mobilizable
NZ_CP104746.1	mobilizable
NZ_CP047574.1	mobilizable
NZ_CP063472.1	mobilizable
NZ_CP073948.1	non-mobilizable
NZ_CP090307.1	mobilizable
NZ_CP120976.1	mobilizable
NZ_CP120980.1	mobilizable
NZ_CP009917.1	non-mobilizable
NZ_CP035100.1	non-mobilizable
NZ_CP069295.1	non-mobilizable
NZ_CP069415.1	non-mobilizable
NZ_CP069416.1	non-mobilizable
NZ_CP069619.1	non-mobilizable
NZ_AP019775.1	non-mobilizable
NZ_AP023037.1	non-mobilizable
NZ_AP023040.1	non-mobilizable
NZ_AP023043.1	non-mobilizable
NZ_AP023044.1	non-mobilizable
NZ_AP023047.1	non-mobilizable
NC_010813.1	mobilizable
NZ_CP021253.1	mobilizable
NZ_CP068163.1	mobilizable
NZ_CP068164.1	mobilizable
NZ_CP068167.1	mobilizable
NZ_CP069569.1	mobilizable
CP021115.1	conjugative
NZ_CP045321.1	conjugative
NZ_CP045362.1	conjugative
NZ_CP045364.1	non-mobilizable
NZ_CP045390.1	conjugative
NZ_CP049038.1	conjugative
CP063786.1	conjugative
NC_003240.1	conjugative
NC_007412.1	conjugative
NZ_CP040277.1	conjugative
NZ_CP047244.1	conjugative
NZ_CP064880.1	conjugative
NZ_CP015254.1	mobilizable
NZ_CP015357.1	mobilizable
NZ_CP021437.1	non-mobilizable
NZ_CP036081.1	mobilizable
NZ_CP036122.1	mobilizable
NZ_CP036131.1	mobilizable
CP117415.1	conjugative
NZ_AP018668.1	conjugative
NZ_CP010958.1	mobilizable
NZ_CP018821.1	conjugative
NZ_CP039698.1	conjugative
NZ_CP084412.1	mobilizable
NZ_AP015033.1	conjugative
NZ_CP010893.1	conjugative
NZ_CP047314.1	conjugative
NZ_CP064944.1	conjugative
NZ_CP072562.1	conjugative
NZ_CP097494.1	conjugative
CP114572.1	mobilizable
NZ_CP021538.1	non-mobilizable
NZ_CP041930.1	mobilizable
NZ_CP043383.1	mobilizable
NZ_CP049048.1	mobilizable
NZ_CP080366.1	mobilizable
NZ_CP029334.1	mobilizable
NZ_CP036221.2	mobilizable
NZ_CP040251.1	mobilizable
NZ_CP040252.1	mobilizable
NZ_CP059002.1	mobilizable
NZ_CP076858.1	mobilizable
NC_011003.1	conjugative
NZ_CP011506.1	conjugative
NZ_CP053303.1	conjugative
NZ_CP073671.1	conjugative
NZ_CP073707.1	conjugative
NZ_CP102478.1	conjugative
NC_017556.1	conjugative
NZ_CP046571.1	conjugative
NZ_CP063995.1	conjugative
NZ_CP063998.1	conjugative
NZ_CP066920.1	conjugative
NZ_CP116674.1	conjugative
CP012495.1	mobilizable
NZ_CP012493.1	mobilizable
NZ_CP042296.1	conjugative
NZ_CP045999.1	conjugative
NZ_CP063519.1	non-mobilizable
NZ_CP075698.1	conjugative
NZ_CP066141.1	mobilizable
NZ_CP066778.1	mobilizable
NZ_CP071774.1	mobilizable
NZ_CP071779.1	mobilizable
NZ_CP071781.1	mobilizable
NZ_CP093244.1	mobilizable
NZ_CP012919.1	non-mobilizable
NZ_CP022365.1	non-mobilizable
NZ_CP032344.1	non-mobilizable
NZ_CP033317.1	non-mobilizable
NZ_CP033323.1	non-mobilizable
NZ_CP059454.1	non-mobilizable
NC_016030.1	non-mobilizable
NZ_AP023330.1	non-mobilizable
NZ_AP023414.1	non-mobilizable
NZ_CP004362.1	non-mobilizable
NZ_CP061374.1	non-mobilizable
NZ_LT900343.1	non-mobilizable
NC_011148.1	conjugative
NC_017903.1	conjugative
NZ_CP010193.1	conjugative
NZ_CP055454.1	conjugative
NZ_CP060809.1	conjugative
NZ_CP082906.1	conjugative
AP017383.1	mobilizable
NZ_CP024177.1	mobilizable
NZ_CP024183.1	mobilizable
NZ_CP024184.1	mobilizable
NZ_CP024186.1	mobilizable
NZ_CP024447.1	non-mobilizable
NZ_AP019631.1	conjugative
NZ_CP074150.1	non-mobilizable
NZ_CP074152.1	non-mobilizable
NZ_CP074155.1	non-mobilizable
NZ_CP074157.1	non-mobilizable
NZ_CP104977.1	non-mobilizable
NC_005916.1	non-mobilizable
NC_011355.1	non-mobilizable
NZ_AP017625.1	non-mobilizable
NZ_CP083742.1	non-mobilizable
NZ_CP085201.1	non-mobilizable
NZ_CP103312.1	non-mobilizable
NZ_CP010635.1	conjugative
NZ_CP010667.1	conjugative
NZ_CP010693.1	mobilizable
NZ_CP010713.1	conjugative
NZ_CP010740.1	conjugative
NZ_CP010755.1	conjugative
NZ_CP015547.1	conjugative
NZ_CP031260.1	conjugative
NZ_CP054441.1	conjugative
NZ_CP054445.1	conjugative
NZ_CP054832.1	conjugative
NZ_CP066722.1	conjugative
CP055312.1	conjugative
NZ_CP008843.1	conjugative
NZ_CP024642.1	conjugative
NZ_CP026718.1	conjugative
NZ_CP042547.1	conjugative
NZ_CP085765.1	conjugative
CP025063.1	non-mobilizable
NZ_CP024583.1	non-mobilizable
NZ_CP087721.1	non-mobilizable
NZ_CP099473.1	non-mobilizable
NZ_CP099475.1	non-mobilizable
NZ_CP099476.1	non-mobilizable
NZ_AP022892.1	non-mobilizable
NZ_AP022932.1	non-mobilizable
NZ_AP022985.1	non-mobilizable
NZ_AP022993.1	non-mobilizable
NZ_CP069413.1	non-mobilizable
NZ_CP097352.1	non-mobilizable
CP021117.1	non-mobilizable
NZ_CP004396.1	conjugative
NZ_CP012662.1	conjugative
NZ_CP017782.1	conjugative
NZ_CP022197.1	conjugative
NZ_CP043620.1	conjugative
NZ_CP026422.1	non-mobilizable
NZ_CP069508.1	non-mobilizable
NZ_CP069541.1	non-mobilizable
NZ_CP077305.1	non-mobilizable
NZ_CP078031.1	non-mobilizable
NZ_CP083661.1	mobilizable
NZ_CP015630.1	non-mobilizable
NZ_CP073164.1	non-mobilizable
NZ_CP073182.1	non-mobilizable
NZ_CP073198.1	non-mobilizable
NZ_CP073223.1	non-mobilizable
NZ_CP075391.1	non-mobilizable
NZ_AP019824.1	non-mobilizable
NZ_AP019830.1	non-mobilizable
NZ_AP019832.1	non-mobilizable
NZ_AP019836.1	non-mobilizable
NZ_AP019837.1	non-mobilizable
NZ_AP019847.1	non-mobilizable
NZ_CP072201.1	conjugative
NZ_CP076454.1	conjugative
NZ_CP082797.1	conjugative
NZ_CP089769.1	conjugative
NZ_CP115832.1	conjugative
NZ_LR792629.1	conjugative
NZ_CP028488.1	non-mobilizable
NZ_CP054047.1	non-mobilizable
NZ_CP084638.1	non-mobilizable
NZ_CP098698.1	non-mobilizable
NZ_CP098702.1	non-mobilizable
NZ_CP098708.1	non-mobilizable
NZ_CP044551.1	conjugative
NZ_CP044974.1	conjugative
NZ_CP044977.1	conjugative
NZ_LR594661.1	conjugative
NZ_LR594677.1	conjugative
NZ_LR594693.1	non-mobilizable
CP044026.1	non-mobilizable
NZ_CP062881.1	mobilizable
NZ_CP072313.1	mobilizable
NZ_CP075642.1	mobilizable
NZ_CP103482.1	mobilizable
NZ_CP116127.1	mobilizable
CP117311.1	non-mobilizable
CP117316.1	non-mobilizable
CP117321.1	non-mobilizable
CP117325.1	non-mobilizable
NZ_CP060081.1	non-mobilizable
NZ_CP100677.1	non-mobilizable
NZ_CP033669.1	mobilizable
NZ_CP100236.1	mobilizable
NZ_CP100255.1	mobilizable
NZ_CP100261.1	mobilizable
NZ_CP100266.1	mobilizable
NZ_CP100290.1	mobilizable
NZ_CP026534.1	non-mobilizable
NZ_CP032858.1	non-mobilizable
NZ_CP032873.1	non-mobilizable
NZ_CP061871.1	non-mobilizable
NZ_CP089149.1	non-mobilizable
NZ_CP103996.1	non-mobilizable
NC_008263.1	non-mobilizable
NZ_CP075949.1	non-mobilizable
NZ_CP075952.1	non-mobilizable
NZ_CP075955.1	non-mobilizable
NZ_CP075958.1	non-mobilizable
NZ_CP076007.1	non-mobilizable
NZ_CP091949.1	non-mobilizable
NZ_CP092158.1	non-mobilizable
NZ_CP092165.1	non-mobilizable
NZ_CP092668.1	non-mobilizable
NZ_CP092675.1	non-mobilizable
NZ_CP092984.1	non-mobilizable
NC_010555.1	conjugative
NZ_CP017056.1	conjugative
NZ_CP055298.1	non-mobilizable
NZ_CP077965.1	non-mobilizable
NZ_CP092790.1	non-mobilizable
NZ_CP092797.1	non-mobilizable
NC_009897.1	non-mobilizable
NC_017029.1	mobilizable
NC_017055.1	non-mobilizable
NZ_CP012421.1	mobilizable
NZ_CP013135.1	non-mobilizable
NZ_CP015014.1	mobilizable
NZ_CP086806.1	conjugative
NZ_CP086883.1	conjugative
NZ_CP086929.1	conjugative
NZ_CP086937.1	conjugative
NZ_CP086940.1	conjugative
NZ_CP086969.1	conjugative
AP022382.1	conjugative
AP022386.1	conjugative
NC_014108.1	conjugative
NZ_CP056778.1	conjugative
NZ_CP077213.1	conjugative
NZ_CP097254.1	conjugative
NZ_CP015865.1	non-mobilizable
NZ_CP030790.1	non-mobilizable
NZ_CP050466.1	non-mobilizable
NZ_CP050469.1	non-mobilizable
NZ_CP050474.1	non-mobilizable
NZ_CP050482.1	non-mobilizable
CP119202.1	mobilizable
CP119212.1	mobilizable
CP119217.1	mobilizable
CP119240.1	mobilizable
CP119252.1	mobilizable
NZ_CP068175.1	non-mobilizable
NZ_CP008900.1	mobilizable
NZ_CP043384.1	mobilizable
NZ_CP088227.1	mobilizable
NZ_CP090794.1	mobilizable
NZ_CP098780.1	mobilizable
NZ_CP115676.1	mobilizable
NC_011996.1	mobilizable
NZ_CP065730.1	mobilizable
NZ_CP079957.1	mobilizable
NZ_CP079966.1	mobilizable
NZ_CP080015.1	mobilizable
NZ_CP086199.1	mobilizable
CP116316.1	non-mobilizable
NC_018885.1	non-mobilizable
NZ_CP004859.1	non-mobilizable
NZ_CP004878.1	non-mobilizable
NZ_CP083115.1	non-mobilizable
NZ_CP083128.1	non-mobilizable
NZ_CP015276.1	non-mobilizable
NZ_CP045967.1	non-mobilizable
NZ_CP084590.1	non-mobilizable
NZ_CP084596.1	non-mobilizable
NZ_CP092425.2	non-mobilizable
NZ_LT703508.1	non-mobilizable
CP017093.1	non-mobilizable
CP109938.1	non-mobilizable
CP116605.1	non-mobilizable
NZ_CP046135.1	non-mobilizable
NZ_CP100433.1	non-mobilizable
NZ_CP102139.1	non-mobilizable
CP050517.1	conjugative
NZ_CP050096.1	conjugative
NZ_CP050102.1	conjugative
NZ_CP050107.1	conjugative
NZ_CP050112.1	conjugative
NZ_CP053444.1	conjugative
NZ_CP073072.1	non-mobilizable
NZ_CP075911.1	non-mobilizable
NZ_CP075930.1	non-mobilizable
NZ_CP075944.1	non-mobilizable
NZ_CP075976.1	non-mobilizable
NZ_CP075986.1	non-mobilizable
NZ_CP018213.1	mobilizable
NZ_CP031212.1	mobilizable
NZ_CP035575.1	mobilizable
NZ_CP040577.1	mobilizable
NZ_CP069283.1	mobilizable
NZ_CP099554.1	mobilizable
CP041752.1	non-mobilizable
NZ_CP015729.1	mobilizable
NZ_CP035977.1	mobilizable
NZ_CP047087.1	non-mobilizable
NZ_CP100661.1	mobilizable
CP025983.1	non-mobilizable
NZ_CP051549.1	non-mobilizable
NZ_CP084774.1	conjugative
NZ_CP088124.1	non-mobilizable
NZ_CP088129.1	non-mobilizable
AP026904.1	non-mobilizable
NZ_CP010135.1	non-mobilizable
NZ_CP018654.1	non-mobilizable
NZ_CP031350.1	non-mobilizable
NZ_CP041417.1	non-mobilizable
NC_015219.1	non-mobilizable
NZ_CP071291.1	non-mobilizable
NZ_CP071302.1	non-mobilizable
NZ_CP075173.1	non-mobilizable
NZ_CP114884.1	non-mobilizable
NC_006362.1	mobilizable
NZ_CP026745.1	mobilizable
NZ_CP031419.1	mobilizable
NZ_CP086600.1	mobilizable
NZ_LN868941.1	mobilizable
NZ_CP019632.1	mobilizable
NZ_CP045620.1	non-mobilizable
NZ_CP045625.1	non-mobilizable
NZ_CP045626.1	mobilizable
NZ_CP114789.1	mobilizable
NZ_CP014612.1	non-mobilizable
NZ_CP020734.1	non-mobilizable
NZ_CP065976.1	mobilizable
NZ_CP065977.1	non-mobilizable
NZ_CP066082.1	mobilizable
NZ_AP025495.1	non-mobilizable
NZ_AP025502.1	mobilizable
NZ_CP026317.1	non-mobilizable
NZ_CP029395.2	non-mobilizable
NZ_CP048018.1	non-mobilizable
CP114554.1	non-mobilizable
CP114558.1	non-mobilizable
CP114559.1	non-mobilizable
CP114562.1	non-mobilizable
CP114563.1	non-mobilizable
NZ_CP023023.1	mobilizable
NZ_CP087596.1	mobilizable
NZ_CP098794.1	mobilizable
NZ_CP098799.1	mobilizable
NZ_CP113447.1	mobilizable
NZ_AP024191.1	non-mobilizable
NZ_AP025191.1	non-mobilizable
NZ_CP038032.2	non-mobilizable
NZ_CP044213.1	non-mobilizable
NZ_CP097189.1	non-mobilizable
AP017994.1	non-mobilizable
NZ_LR882945.1	non-mobilizable
NZ_LR882951.1	non-mobilizable
NZ_LR882954.1	non-mobilizable
NZ_LR882966.1	non-mobilizable
NC_016028.1	mobilizable
NC_021992.1	mobilizable
NZ_AP023329.1	mobilizable
NZ_AP023412.1	mobilizable
NZ_CP041351.1	mobilizable
NC_007491.1	mobilizable
NZ_AP018735.1	mobilizable
NZ_CP050125.1	non-mobilizable
NZ_CP091857.1	mobilizable
NZ_CP092102.1	non-mobilizable
AP025646.1	non-mobilizable
AP025656.1	non-mobilizable
CP024505.1	non-mobilizable
NZ_CP103721.1	mobilizable
NZ_LR890497.1	non-mobilizable
NZ_CP017185.1	conjugative
NZ_CP074172.1	conjugative
NZ_CP074173.1	conjugative
NZ_CP074178.1	conjugative
NZ_CP077408.1	conjugative
CP117577.1	non-mobilizable
CP117578.1	mobilizable
NZ_CP056162.1	non-mobilizable
NZ_CP056163.1	mobilizable
NZ_CP101918.1	mobilizable
NZ_CP022520.1	non-mobilizable
NZ_CP073264.1	non-mobilizable
NZ_CP103404.1	non-mobilizable
NZ_CP110472.1	non-mobilizable
NZ_LN907829.1	non-mobilizable
NZ_AP025020.1	non-mobilizable
NZ_CP014284.1	non-mobilizable
NZ_CP015323.1	mobilizable
NZ_CP032609.1	non-mobilizable
NZ_LN890287.1	non-mobilizable
CP035920.1	non-mobilizable
CP065219.1	conjugative
NC_005128.1	conjugative
NZ_CP012741.1	conjugative
NZ_CP044208.1	conjugative
CP113374.1	non-mobilizable
CP113384.1	non-mobilizable
CP113394.1	non-mobilizable
NZ_CP044982.1	non-mobilizable
NZ_CP066189.1	non-mobilizable
NZ_CP009719.1	non-mobilizable
NZ_CP035966.1	non-mobilizable
NZ_CP053658.2	non-mobilizable
NZ_CP053932.1	non-mobilizable
NZ_CP095381.1	non-mobilizable
NZ_CP072179.1	non-mobilizable
NZ_CP087764.1	non-mobilizable
NZ_CP087960.1	non-mobilizable
NZ_CP118033.1	non-mobilizable
NZ_CP118066.1	non-mobilizable
CP083699.1	mobilizable
CP083700.1	mobilizable
NC_022880.1	mobilizable
NC_022884.1	non-mobilizable
NZ_AP019812.1	mobilizable
CP115157.1	non-mobilizable
NZ_AP017978.1	non-mobilizable
NZ_CP034875.1	non-mobilizable
NZ_CP053834.1	non-mobilizable
NZ_CP085400.1	non-mobilizable
CP054462.1	non-mobilizable
NZ_CP054351.1	mobilizable
NZ_CP069463.1	non-mobilizable
NZ_CP091761.1	non-mobilizable
NZ_CP103650.1	mobilizable
NC_011982.1	conjugative
NZ_AP023283.1	conjugative
NZ_CP055273.1	conjugative
NZ_CP056051.1	conjugative
NZ_CP081840.1	conjugative
LR990734.1	mobilizable
NZ_CP016835.1	non-mobilizable
NZ_LT853881.1	non-mobilizable
NZ_LT853884.1	conjugative
NZ_LT853887.1	non-mobilizable
NZ_AP022626.1	non-mobilizable
NZ_CP011027.1	mobilizable
NZ_CP033067.1	conjugative
NZ_CP061942.1	non-mobilizable
NZ_CP069436.1	mobilizable
CP033549.1	mobilizable
CP033556.1	mobilizable
NZ_CP032001.1	non-mobilizable
NZ_CP032008.1	non-mobilizable
NZ_CP089050.1	non-mobilizable
NZ_LR217706.1	non-mobilizable
NZ_LR217726.1	non-mobilizable
NZ_LR217731.1	non-mobilizable
NZ_LR217736.1	non-mobilizable
NZ_LT670852.1	non-mobilizable
CP120418.1	non-mobilizable
NZ_CP066002.1	non-mobilizable
NZ_CP071286.1	mobilizable
NZ_CP071287.1	mobilizable
NZ_CP086402.1	non-mobilizable
CP000756.1	non-mobilizable
NC_018680.1	non-mobilizable
NZ_CP026318.1	non-mobilizable
NZ_CP046830.1	non-mobilizable
NZ_CP050473.1	non-mobilizable
CP120662.1	mobilizable
NZ_CP017378.1	non-mobilizable
NZ_CP025733.1	mobilizable
NZ_CP065819.1	non-mobilizable
NZ_CP066827.1	mobilizable
CP116513.1	non-mobilizable
NZ_CP033739.1	mobilizable
NZ_CP046124.1	non-mobilizable
NZ_CP046125.1	non-mobilizable
NZ_CP116028.1	non-mobilizable
NZ_CP040842.1	non-mobilizable
NZ_CP040845.1	non-mobilizable
NZ_CP092201.1	non-mobilizable
NZ_CP092204.1	non-mobilizable
NZ_CP092208.1	non-mobilizable
NC_021718.1	conjugative
NZ_CP013929.1	conjugative
NZ_CP013931.1	conjugative
NZ_CP018322.1	non-mobilizable
NZ_CP098773.1	non-mobilizable
CP120960.1	non-mobilizable
NZ_CP014287.1	non-mobilizable
NZ_CP031074.1	non-mobilizable
NZ_CP032613.1	non-mobilizable
NZ_CP103780.1	non-mobilizable
CP120583.1	non-mobilizable
NC_017189.1	mobilizable
NZ_CP019627.1	mobilizable
NZ_CP066221.1	mobilizable
NZ_CP082264.1	mobilizable
AP024748.1	non-mobilizable
AP025555.1	non-mobilizable
NC_021086.1	non-mobilizable
NZ_CP012356.1	non-mobilizable
NZ_CP017041.1	non-mobilizable
NZ_CP039041.1	non-mobilizable
NZ_CP048057.1	non-mobilizable
NZ_CP048058.1	non-mobilizable
NZ_CP050940.1	non-mobilizable
NZ_CP061191.1	non-mobilizable
NZ_CP024178.1	mobilizable
NZ_CP024182.1	mobilizable
NZ_CP024187.1	mobilizable
NZ_CP024189.1	mobilizable
NZ_CP024449.1	non-mobilizable
NZ_CP060816.1	non-mobilizable
NZ_CP084311.1	non-mobilizable
NZ_CP090073.1	non-mobilizable
NZ_CP104658.1	non-mobilizable
NZ_CP106991.1	non-mobilizable
NZ_AP022824.1	non-mobilizable
NZ_CP009584.1	non-mobilizable
NZ_CP022931.1	non-mobilizable
NZ_CP045599.1	non-mobilizable
NZ_CP116585.1	non-mobilizable
NZ_CP012425.1	non-mobilizable
NZ_CP017256.2	non-mobilizable
NZ_CP047442.1	non-mobilizable
NZ_CP047443.1	non-mobilizable
NZ_CP053305.1	non-mobilizable
NZ_CP011590.1	non-mobilizable
NZ_CP058169.1	mobilizable
NZ_CP058177.1	mobilizable
NZ_CP058198.1	mobilizable
NZ_CP088132.1	conjugative
NZ_CP059406.1	non-mobilizable
NZ_CP059407.1	non-mobilizable
NZ_CP059410.1	non-mobilizable
NZ_CP059411.1	non-mobilizable
NZ_CP059412.1	non-mobilizable
NC_007106.1	mobilizable
NZ_CP009970.1	mobilizable
NZ_CP013281.1	mobilizable
NZ_CP053969.1	mobilizable
NZ_CP083140.1	mobilizable
CP043261.1	non-mobilizable
CP045688.1	conjugative
CP117669.1	conjugative
NZ_CP025678.1	mobilizable
NZ_CP030786.2	non-mobilizable
NZ_CP046903.1	mobilizable
NZ_CP071948.1	mobilizable
NZ_CP071949.1	non-mobilizable
NZ_CP078510.1	mobilizable
NZ_CP113227.1	mobilizable
NZ_CP018682.2	conjugative
NZ_CP018683.2	conjugative
NZ_CP018684.2	conjugative
NZ_CP025540.1	conjugative
NZ_CP117056.1	conjugative
NZ_CP016494.1	non-mobilizable
NZ_CP024062.1	non-mobilizable
NZ_CP025693.1	non-mobilizable
NZ_CP054262.1	non-mobilizable
NZ_CP068449.1	non-mobilizable
NZ_CP070241.1	non-mobilizable
NZ_CP070243.1	non-mobilizable
NZ_CP070247.1	non-mobilizable
NZ_CP070250.1	non-mobilizable
NZ_CP070257.1	non-mobilizable
NZ_CP010109.1	non-mobilizable
NZ_CP015728.1	non-mobilizable
NZ_CP016597.1	non-mobilizable
NZ_CP029457.1	non-mobilizable
NZ_CP090422.1	non-mobilizable
NZ_CP041107.1	non-mobilizable
NZ_CP075083.1	non-mobilizable
NZ_CP083774.1	non-mobilizable
NZ_OW970428.1	non-mobilizable
NZ_OW970537.1	non-mobilizable
NZ_CP009593.1	non-mobilizable
NZ_CP009604.1	non-mobilizable
NZ_CP036029.1	non-mobilizable
NZ_CP053993.1	non-mobilizable
NZ_CP053995.1	non-mobilizable
CP114404.1	non-mobilizable
CP114411.1	non-mobilizable
NZ_CP014850.1	non-mobilizable
NZ_CP015315.1	non-mobilizable
NZ_CP083132.1	non-mobilizable
NZ_CP024709.1	mobilizable
NZ_CP042976.1	mobilizable
NZ_CP082209.1	mobilizable
NZ_CP094275.1	mobilizable
NZ_CP097656.1	mobilizable
NZ_AP018547.1	mobilizable
NZ_CP028723.1	mobilizable
NZ_CP028725.1	mobilizable
NZ_CP091232.1	mobilizable
NZ_CP116577.1	mobilizable
CP101282.1	mobilizable
NZ_CP042168.1	mobilizable
NZ_CP046611.1	mobilizable
NZ_CP090646.1	mobilizable
NZ_CP120950.1	mobilizable
CP097558.1	non-mobilizable
CP111031.1	non-mobilizable
CP111033.1	non-mobilizable
NZ_CP041355.1	non-mobilizable
NZ_CP095771.1	non-mobilizable
NZ_AP023245.1	non-mobilizable
NZ_AP023252.1	non-mobilizable
NZ_AP023256.1	non-mobilizable
NZ_CP033369.1	non-mobilizable
NZ_CP033508.1	non-mobilizable
NC_008573.1	conjugative
NZ_AP025015.1	conjugative
NZ_CP051530.1	conjugative
NZ_CP076856.1	conjugative
NZ_CP078039.1	conjugative
NC_019438.1	non-mobilizable
NZ_CP031544.1	non-mobilizable
NZ_CP032151.1	non-mobilizable
NZ_CP032431.1	non-mobilizable
NZ_CP032434.1	non-mobilizable
CP119254.1	mobilizable
NZ_CP013925.1	mobilizable
NZ_CP061586.1	mobilizable
NZ_CP061606.1	mobilizable
NZ_CP061616.1	mobilizable
CP031286.1	mobilizable
CP099341.1	conjugative
NZ_CP040808.1	conjugative
NZ_CP070956.1	conjugative
NZ_CP086607.1	conjugative
NZ_AP025341.1	non-mobilizable
NZ_CP014843.1	non-mobilizable
NZ_CP021670.1	non-mobilizable
NZ_CP035189.1	non-mobilizable
NZ_CP114067.1	non-mobilizable
NZ_CP014613.1	mobilizable
NZ_CP021968.1	mobilizable
NZ_CP035274.1	mobilizable
NZ_CP037936.1	mobilizable
NZ_CP042417.1	mobilizable
NZ_CP012203.1	non-mobilizable
NZ_OX359238.1	non-mobilizable
NZ_OX359240.1	non-mobilizable
NZ_OX359244.1	non-mobilizable
OX335041.1	non-mobilizable
NZ_CP071181.1	non-mobilizable
NZ_CP076670.1	non-mobilizable
NZ_CP095722.1	non-mobilizable
NZ_CP095729.1	non-mobilizable
NZ_CP103398.1	non-mobilizable
CP113426.1	mobilizable
NZ_CP048923.1	mobilizable
NZ_CP076828.1	mobilizable
NZ_CP090188.1	mobilizable
NZ_CP099984.1	mobilizable
NZ_CP085902.1	non-mobilizable
NZ_CP085914.1	non-mobilizable
NZ_CP094233.1	non-mobilizable
NZ_LR135195.1	non-mobilizable
NZ_LR135433.1	non-mobilizable
NZ_CP015943.1	conjugative
NZ_CP015948.1	conjugative
NZ_CP015952.1	conjugative
NZ_CP021276.1	conjugative
NZ_CP021278.1	conjugative
NZ_AP023399.1	non-mobilizable
NZ_AP024403.1	non-mobilizable
NZ_CP066814.1	non-mobilizable
NZ_CP068233.1	non-mobilizable
NZ_CP091177.1	non-mobilizable
CP087792.1	non-mobilizable
CP087797.1	non-mobilizable
CP087849.1	non-mobilizable
CP087864.1	non-mobilizable
CP087866.1	non-mobilizable
CP117864.1	conjugative
NC_016021.1	conjugative
NZ_AP023328.1	conjugative
NZ_AP023411.1	conjugative
NZ_LN606601.1	conjugative
NZ_CP041260.1	non-mobilizable
NZ_CP045288.2	non-mobilizable
NZ_CP071884.1	non-mobilizable
NZ_CP074440.1	non-mobilizable
NZ_CP080396.1	non-mobilizable
NZ_CP020426.2	non-mobilizable
NZ_CP029155.1	non-mobilizable
NZ_CP037807.1	non-mobilizable
NZ_CP037823.1	non-mobilizable
NZ_CP083617.1	non-mobilizable
NC_010394.1	mobilizable
NC_010604.1	mobilizable
NZ_CP034180.1	mobilizable
NZ_CP063322.1	mobilizable
NZ_CP085920.1	mobilizable
CP034586.1	non-mobilizable
NZ_CP020605.1	non-mobilizable
NZ_CP043528.1	non-mobilizable
NZ_CP064839.1	non-mobilizable
NZ_CP093419.1	non-mobilizable
AP023021.1	non-mobilizable
NZ_AP022880.1	non-mobilizable
NZ_AP022924.1	non-mobilizable
NZ_AP022930.1	non-mobilizable
NZ_AP022959.1	non-mobilizable
NZ_CP013795.1	conjugative
NZ_CP013800.1	non-mobilizable
NZ_CP013819.1	conjugative
NZ_CP030081.1	conjugative
NZ_CP060033.1	conjugative
LR214956.1	non-mobilizable
LR214959.1	non-mobilizable
LR214960.1	non-mobilizable
LR214965.1	non-mobilizable
LR214999.1	non-mobilizable
CP109888.1	conjugative
NC_002490.1	conjugative
NZ_CP009791.1	conjugative
NZ_CP009825.1	conjugative
NZ_CP009827.1	conjugative
CP016334.1	mobilizable
NZ_AP019718.1	mobilizable
NZ_CP013354.1	mobilizable
NZ_CP014706.1	mobilizable
NZ_CP040629.1	mobilizable
NZ_CP019658.1	mobilizable
NZ_CP019661.1	mobilizable
NZ_CP019720.1	mobilizable
NZ_CP019796.1	mobilizable
NZ_CP020329.1	mobilizable
NC_001851.2	non-mobilizable
NC_011780.1	non-mobilizable
NZ_CP019762.1	non-mobilizable
NZ_CP019923.1	non-mobilizable
NZ_CP094609.1	non-mobilizable
CP056464.1	mobilizable
CP099710.1	mobilizable
CP114061.2	mobilizable
NZ_CP009126.1	mobilizable
NZ_CP077334.1	mobilizable
NC_022540.1	conjugative
NZ_CP020995.2	conjugative
NZ_CP021005.2	conjugative
NZ_CP021009.2	conjugative
NZ_LR861806.1	conjugative
NZ_CP030267.1	mobilizable
NZ_CP043008.1	mobilizable
NZ_CP043379.1	mobilizable
NZ_CP087283.1	mobilizable
NZ_CP090798.1	mobilizable
NZ_CP007745.1	non-mobilizable
